lat,lng,elevation
(49.37557515091847, 19.94639920456203),839.2319946289062
(49.3764069779073, 19.945792269166),828.9130249023438
(49.37728918350867, 19.9462919122966),826.61279296875
(49.3781713869568, 19.94679157336473),823.3134765625
(49.37905358825154, 19.94729125237154),823.5374145507812
(49.37993578739274, 19.94779094931821),820.8720703125
(49.38081798438026, 19.94829066420588),815.6287841796875
(49.38170017921397, 19.94879039703572),813.6393432617188
(49.38258237189371, 19.94929014780889),810.5358276367188
(49.38346456241933, 19.94978991652654),807.8964233398438
(49.38434675079071, 19.95028970318983),806.3023681640625
(49.38522893700767, 19.95078950779994),803.0070190429688
(49.38611112107011, 19.95128933035801),802.5433959960938
(49.38699330297784, 19.9517891708652),797.501220703125
(49.38787548273075, 19.95228902932268),788.8597412109375
(49.38875766032868, 19.95278890573161),787.7804565429688
(49.38963983577148, 19.95328880009313),793.1046142578125
(49.39052200905903, 19.95378871240843),793.4677124023438
(49.39140418019115, 19.95428864267865),793.404052734375
(49.39228634916772, 19.95478859090496),789.447021484375
(49.3931685159886, 19.95528855708852),789.6363525390625
(49.39405068065362, 19.95578854123048),784.359375
(49.39493284316265, 19.95628854333202),779.1554565429688
(49.39581500351554, 19.95678856339428),771.9498901367188
(49.39669716171217, 19.95728860141844),766.2964477539062
(49.39757931775237, 19.95778865740564),757.3677978515625
(49.398461471636, 19.95828873135706),746.5625
(49.39934362336292, 19.95878882327385),738.804931640625
(49.40022577293298, 19.95928893315718),732.2494506835938
(49.40110792034604, 19.95978906100821),726.0250854492188
(49.40199006560194, 19.96028920682809),721.368408203125
(49.40287220870056, 19.960789370618),719.656982421875
(49.40375434964174, 19.96128955237908),716.4922485351562
(49.40463648842534, 19.96178975211251),710.70556640625
(49.40551862505122, 19.96228996981944),702.2321166992188
(49.40640075951922, 19.96279020550104),692.2123413085938
(49.4072828918292, 19.96329045915848),684.3956298828125
(49.40816502198103, 19.9637907307929),678.67333984375
(49.40904714997455, 19.96429102040547),676.7592163085938
(49.40992927580962, 19.96479132799736),674.5601196289062
(49.41081139948609, 19.96529165356973),674.056884765625
(49.41169352100383, 19.96579199712374),681.0219116210938
(49.41257564036268, 19.96629235866056),693.5587768554688
(49.4134577575625, 19.96679273818134),696.1192626953125
(49.41433987260315, 19.96729313568724),695.59423828125
(49.41522198548448, 19.96779355117944),704.2593383789062
(49.41610409620634, 19.9682939846591),715.2628173828125
(49.4169862047686, 19.96879443612738),725.6083374023438
(49.4178683111711, 19.96929490558544),737.7060546875
(49.4187504154137, 19.96979539303443),742.4912109375
(49.41963251749625, 19.97029589847554),737.6344604492188
(49.42051461741863, 19.97079642190992),727.4473876953125
(49.42139671518066, 19.97129696333873),729.8277587890625
(49.42227881078222, 19.97179752276314),735.4616088867188
(49.42316090422315, 19.97229810018431),728.7384033203125
(49.42404299550331, 19.97279869560341),720.4649658203125
(49.42492508462256, 19.9732993090216),709.13623046875
(49.42580717158076, 19.97379994044004),701.228271484375
(49.42668925637773, 19.9743005898599),696.759033203125
(49.42757133901338, 19.97480125728235),698.73046875
(49.42845341948752, 19.97530194270853),692.3152465820312
(49.42933549780002, 19.97580264613963),679.1568603515625
(49.43021757395074, 19.97630336757681),673.8099975585938
(49.43109964793953, 19.97680410702122),665.2374877929688
(49.43198171976623, 19.97730486447403),656.9869995117188
(49.43286378943074, 19.97780563993642),651.0571899414062
(49.43374585693287, 19.97830643340954),650.3760375976562
(49.4346279222725, 19.97880724489456),650.4175415039062
(49.43550998544946, 19.97930807439264),655.7928466796875
(49.43639204646363, 19.97980892190495),659.7933349609375
(49.43727410531484, 19.98030978743265),653.75634765625
(49.43815616200298, 19.98081067097691),642.068603515625
(49.43903821652786, 19.9813115725389),641.4954833984375
(49.43992026888938, 19.98181249211978),642.8085327148438
(49.44080231908736, 19.98231342972071),640.8255615234375
(49.44168436712167, 19.98281438534287),640.5707397460938
(49.44256641299216, 19.9833153589874),635.500244140625
(49.44344845669871, 19.9838163506555),629.8451538085938
(49.44433049824113, 19.98431736034831),625.3045043945312
(49.44521253761931, 19.98481838806701),620.689208984375
(49.44609457483308, 19.98531943381276),615.3892822265625
(49.44697660988231, 19.98582049758672),613.3175048828125
(49.44785864276686, 19.98632157939007),610.6033325195312
(49.44874067348657, 19.98682267922397),608.0294189453125
(49.4496227020413, 19.98732379708958),603.653564453125
(49.4505047284309, 19.98782493298808),603.330810546875
(49.45138675265522, 19.98832608692062),602.5579223632812
(49.45226877471414, 19.98882725888838),602.2039794921875
(49.4531507946075, 19.98932844889252),602.3391723632812
(49.45403281233516, 19.98982965693422),606.989013671875
(49.45491482789696, 19.99033088301463),605.451416015625
(49.45579684129276, 19.99083212713492),606.3045043945312
(49.45667885252242, 19.99133338929627),607.3028564453125
(49.45756086158578, 19.99183466949984),607.7413330078125
(49.45844286848272, 19.99233596774678),605.3988647460938
(49.45932487321307, 19.99283728403828),608.2291259765625
(49.4602068757767, 19.99333861837551),608.2111206054688
(49.46108887617346, 19.99383997075962),608.8218383789062
(49.46197087440321, 19.9943413411918),607.7175903320312
(49.46285287046578, 19.99484272967318),606.9423828125
(49.46373486436107, 19.99534413620497),606.7921752929688
(49.46461685608888, 19.99584556078832),605.588134765625
(49.46549884564912, 19.9963470034244),604.9581909179688
(49.4663808330416, 19.99684846411436),604.83837890625
(49.46726281826619, 19.9973499428594),599.2529296875
(49.46814480132275, 19.99785143966067),594.9153442382812
(49.46902678221112, 19.99835295451935),593.3849487304688
(49.46990876093116, 19.99885448743659),593.1680297851562
(49.47079073748274, 19.99935603841356),593.2894897460938
(49.4716727118657, 19.99985760745145),592.3726196289062
(49.4725546840799, 20.00035919455142),591.8169555664062
(49.47343665412518, 20.00086079971463),591.7149047851562
(49.47431862200142, 20.00136242294226),591.3883056640625
(49.47520058770845, 20.00186406423547),591.396484375
(49.47608255124614, 20.00236572359544),591.255859375
(49.47696451261433, 20.00286740102332),590.4127807617188
(49.47784647181288, 20.0033690965203),589.4287109375
(49.47872842884166, 20.00387081008754),589.2377319335938
(49.4796103837005, 20.00437254172622),589.1690063476562
(49.48049233638927, 20.00487429143748),589.1109619140625
(49.48137428690781, 20.00537605922253),588.7833251953125
(49.48225623525599, 20.00587784508251),588.0311279296875
(49.48313818143366, 20.00637964901861),588.3099975585938
(49.48402012544067, 20.00688147103198),589.2399291992188
(49.48490206727687, 20.0073833111238),592.3345336914062
(49.48578400694213, 20.00788516929525),591.3432006835938
(49.48666594443629, 20.0083870455475),599.6344604492188
(49.48754787975921, 20.0088889398817),600.8638916015625
(49.48842981291074, 20.00939085229903),605.5440063476562
(49.48931174389072, 20.00989278280066),612.8369750976562
(49.49019367269904, 20.01039473138777),618.0667114257812
(49.49107559933553, 20.01089669806153),616.3777465820312
(49.49195752380005, 20.0113986828231),616.5867309570312
(49.49283944609245, 20.01190068567366),611.9581298828125
(49.49372136621259, 20.01240270661437),604.501953125
(49.49460328416032, 20.01290474564641),611.8707275390625
(49.49548519993549, 20.01340680277096),624.7559204101562
(49.49636711353797, 20.01390887798918),631.8047485351562
(49.49724902496759, 20.01441097130223),640.4225463867188
(49.49813093422422, 20.01491308271131),649.1495971679688
(49.49901284130771, 20.01541521221757),650.7993774414062
(49.49989474621791, 20.01591735982218),654.349609375
(49.50077664895469, 20.01641952552633),653.8524169921875
(49.50165854951788, 20.01692170933118),656.7456665039062
(49.50254044790736, 20.01742391123791),666.4630126953125
(49.50342234412297, 20.01792613124767),682.501220703125
(49.50430423816455, 20.01842836936166),696.7989501953125
(49.50518613003197, 20.01893062558104),707.994873046875
(49.50606801972508, 20.01943289990698),705.9507446289062
(49.50694990724375, 20.01993519234066),688.138671875
(49.50783179258781, 20.02043750288324),670.1927490234375
(49.50871367575712, 20.02093983153591),669.8396606445312
(49.50959555675154, 20.02144217829983),677.8035888671875
(49.51047743557092, 20.02194454317617),684.3682861328125
(49.51135931221511, 20.0224469261661),693.9290161132812
(49.51224118668398, 20.02294932727083),690.5516967773438
(49.51312305897737, 20.02345174649149),692.5416870117188
(49.51400492909513, 20.02395418382927),710.3511962890625
(49.51488679703711, 20.02445663928534),735.875
(49.5157686628032, 20.02495911286088),757.5154418945312
(49.5166505263932, 20.02546160455706),761.7137451171875
(49.517532387807, 20.02596411437505),757.3359985351562
(49.51841424704445, 20.02646664231602),742.0963745117188
(49.51929610410539, 20.02696918838116),752.8065795898438
(49.52017795898969, 20.02747175257163),765.7855834960938
(49.52105981169719, 20.0279743348886),788.2814331054688
(49.52194166222774, 20.02847693533326),811.82275390625
(49.52282351058121, 20.02897955390678),828.1481323242188
(49.52370535675745, 20.02948219061032),841.7765502929688
(49.52458720075631, 20.02998484544508),848.0053100585938
(49.52546904257764, 20.03048751841221),853.2411499023438
(49.52635088222129, 20.03099020951289),847.97119140625
(49.52723271968713, 20.03149291874831),846.064208984375
(49.52811455497501, 20.03199564611962),858.18359375
(49.52899638808476, 20.03249839162802),858.8370971679688
(49.52987821901626, 20.03300115527466),871.6455688476562
(49.53076004776936, 20.03350393706074),903.8062133789062
(49.53164187434391, 20.03400673698742),919.4935302734375
(49.53252369873974, 20.03450955505587),922.0723266601562
(49.53341342743781, 20.03497759823579),945.6600952148438
(49.53430621851616, 20.03543217393402),981.4038696289062
(49.5351990078137, 20.03588676623954),1009.650268554688
(49.53609179533033, 20.03634137515344),1024.27197265625
(49.53698458106594, 20.03679600067682),999.6254272460938
(49.53787736502038, 20.03725064281077),968.6950073242188
(49.53877014719355, 20.03770530155641),955.7379760742188
(49.53966292758533, 20.03815997691482),932.6110229492188
(49.54055570619558, 20.0386146688871),905.8754272460938
(49.54144848302419, 20.03906937747434),875.661865234375
(49.54234125807105, 20.03952410267767),839.5767822265625
(49.54323403133602, 20.03997884449815),808.5892333984375
(49.54412680281899, 20.04043360293691),846.103759765625
(49.54501957251983, 20.04088837799502),872.1154174804688
(49.54591234043842, 20.0413431696736),881.318359375
(49.54680510657465, 20.04179797797375),907.937255859375
(49.54769787092839, 20.04225280289655),918.3203125
(49.54859063349952, 20.04270764444312),907.0784301757812
(49.54948339428791, 20.04316250261454),886.1689453125
(49.55037615329345, 20.04361737741192),849.9678344726562
(49.55126891051602, 20.04407226883635),813.906982421875
(49.55216166595549, 20.04452717688895),829.8129272460938
(49.55305441961173, 20.0449821015708),861.1873779296875
(49.55394717148467, 20.04543704288301),895.231689453125
(49.55483992157412, 20.04589200082667),922.3816528320312
(49.55573266987997, 20.04634697540289),940.0579833984375
(49.55662541640213, 20.04680196661276),963.4579467773438
(49.55751816114049, 20.04725697445739),985.9077758789062
(49.55841090409487, 20.04771199893786),1006.536499023438
(49.5593036452652, 20.0481670400553),1020.158447265625
(49.56019638465133, 20.0486220978108),1005.338806152344
(49.56108912225316, 20.04907717220545),979.469970703125
(49.56198185807055, 20.04953226324035),949.2183837890625
(49.56287459210338, 20.04998737091661),901.2120361328125
(49.56376732435154, 20.05044249523533),859.8453369140625
(49.5646600548149, 20.0508976361976),824.71923828125
(49.56555278349334, 20.05135279380453),797.1635131835938
(49.56644551038674, 20.05180796805722),795.8585205078125
(49.56733823549498, 20.05226315895677),767.50537109375
(49.56823095881793, 20.05271836650428),754.9713134765625
(49.56912368035547, 20.05317359070085),742.10546875
(49.57001640010749, 20.05362883154758),725.7830200195312
(49.57090911807386, 20.05408408904558),738.8831787109375
(49.57180183425446, 20.05453936319594),751.2479858398438
(49.57269454864916, 20.05499465399978),758.2326049804688
(49.57358726125786, 20.05544996145817),742.7692260742188
(49.57447997208041, 20.05590528557224),769.3368530273438
(49.57537268111671, 20.05636062634308),804.1663818359375
(49.57626538836663, 20.05681598377179),828.8533325195312
(49.57715809383004, 20.05727135785948),861.685546875
(49.57805079750683, 20.05772674860725),846.9171142578125
(49.57894349939688, 20.0581821560162),825.6763305664062
(49.57983619950006, 20.05863758008742),791.0938110351562
(49.58072889781626, 20.05909302082203),776.8027954101562
(49.58162159434534, 20.05954847822113),784.7859497070312
(49.58251428908719, 20.06000395228582),817.6776733398438
(49.58340698204169, 20.06045944301719),786.6920166015625
(49.5842996732087, 20.06091495041636),736.781982421875
(49.58519236258814, 20.06137047448443),712.0198974609375
(49.58608505017985, 20.06182601522249),698.0399780273438
(49.58697773598371, 20.06228157263165),696.882080078125
(49.5878704199996, 20.06273714671303),708.1715087890625
(49.58876310222742, 20.06319273746771),728.52978515625
(49.58965578266702, 20.06364834489679),724.0913696289062
(49.59054846131831, 20.0641039690014),731.8783569335938
(49.59144113818115, 20.06455960978262),727.8612060546875
(49.5923338132554, 20.06501526724157),721.2011108398438
(49.59322648654096, 20.06547094137933),712.9299926757812
(49.59411915803771, 20.06592663219702),694.3340454101562
(49.59466001960779, 20.0669797148775),719.4884643554688
(49.59503938084299, 20.06830702523562),725.1464233398438
(49.5954187269011, 20.06963435624219),703.4853515625
(49.5957980577817, 20.07096170789699),658.8184814453125
(49.59617737348432, 20.07228908019981),619.7151489257812
(49.59655667400855, 20.0736164731504),574.0654296875
(49.59693595935393, 20.07494388674854),578.1744995117188
(49.59731522952001, 20.076271320994),581.9185791015625
(49.59769448450638, 20.07759877588655),609.5
(49.59807372431258, 20.07892625142598),643.8786010742188
(49.5984529489382, 20.08025374761203),681.7630615234375
(49.59883215838275, 20.08158126444449),713.9611206054688
(49.59921135264583, 20.08290880192314),726.4683227539062
(49.599590531727, 20.08423636004773),743.08935546875
(49.59996969562579, 20.08556393881804),741.4066772460938
(49.60034884434178, 20.08689153823385),744.5673828125
(49.60072797787454, 20.08821915829493),723.6957397460938
(49.60110709622361, 20.08954679900103),700.0604248046875
(49.60148619938856, 20.09087446035194),662.2265625
(49.60186528736895, 20.09220214234743),642.8991088867188
(49.60224436016435, 20.09352984498728),637.1070556640625
(49.60262341777431, 20.09485756827123),657.7200317382812
(49.60300246019837, 20.09618531219907),640.809326171875
(49.60338148743613, 20.09751307677058),600.5741577148438
(49.60376049948713, 20.09884086198552),585.0509643554688
(49.60413949635093, 20.10016866784365),638.0770874023438
(49.6045184780271, 20.10149649434475),664.03759765625
(49.60489744451519, 20.1028243414886),687.2188110351562
(49.60527639581476, 20.10415220927496),693.61328125
(49.60565533192536, 20.1054800977036),671.9842529296875
(49.60603425284658, 20.1068080067743),646.6043701171875
(49.60641315857796, 20.10813593648681),617.431396484375
(49.60679204911906, 20.10946388684092),601.3223266601562
(49.60717092446946, 20.11079185783639),591.4918212890625
(49.6075497846287, 20.11211984947299),582.3823852539062
(49.60792862959633, 20.11344786175049),575.2267456054688
(49.60830745937194, 20.11477589466866),572.0415649414062
(49.60868627395507, 20.11610394822727),572.2672119140625
(49.60906507334529, 20.11743202242609),573.9995727539062
(49.60944385754216, 20.11876011726489),573.276123046875
(49.60982262654524, 20.12008823274344),570.1997680664062
(49.61020138035408, 20.12141636886151),561.682373046875
(49.61058011896825, 20.12274452561886),562.720458984375
(49.61095884238731, 20.12407270301527),565.0279541015625
(49.61133755061081, 20.12540090105051),565.240234375
(49.61171624363833, 20.12672911972434),563.64990234375
(49.61209492146943, 20.12805735903653),559.919677734375
(49.61247358410364, 20.12938561898686),583.3582763671875
(49.61285223154054, 20.13071389957508),595.6405639648438
(49.61323086377971, 20.13204220080098),603.7872924804688
(49.61360948082066, 20.13337052266431),611.65771484375
(49.61398808266301, 20.13469886516484),614.2435913085938
(49.61436666930629, 20.13602722830236),609.8009033203125
(49.61474524075005, 20.13735561207662),607.0460815429688
(49.61512379699386, 20.13868401648738),600.1143188476562
(49.6155023380373, 20.14001244153443),589.8656005859375
(49.61588086387989, 20.14134088721752),575.642333984375
(49.61625937452124, 20.14266935353644),563.2515258789062
(49.61663786996087, 20.14399784049094),553.5792236328125
(49.61701635019835, 20.14532634808079),545.3193969726562
(49.61739481523325, 20.14665487630575),535.996337890625
(49.61777326506513, 20.14798342516561),526.2511596679688
(49.61815169969353, 20.14931199466012),521.19384765625
(49.61853011911804, 20.15064058478905),523.3427124023438
(49.61890852333821, 20.15196919555218),526.1581420898438
(49.61928691235359, 20.15329782694926),518.3781127929688
(49.61966528616374, 20.15462647898007),513.6588134765625
(49.62004364476824, 20.15595515164437),506.2476196289062
(49.62042198816663, 20.15728384494193),513.8970947265625
(49.62080031635848, 20.15861255887252),526.9390869140625
(49.62117862934335, 20.15994129343591),565.4408569335938
(49.6215569271208, 20.16127004863185),582.5692138671875
(49.62193520969038, 20.16259882446012),594.8998413085938
(49.62231347705167, 20.16392762092049),599.00146484375
(49.62269172920421, 20.16525643801273),601.6072387695312
(49.62306996614759, 20.16658527573658),638.88232421875
(49.62344818788134, 20.16791413409183),651.3948364257812
(49.62382639440504, 20.16924301307826),657.34814453125
(49.62420458571823, 20.1705719126956),669.51123046875
(49.62458276182049, 20.17190083294365),681.0878295898438
(49.62496092271137, 20.17322977382215),696.7344970703125
(49.62533906839042, 20.17455873533088),732.1925659179688
(49.62571719885723, 20.17588771746961),741.1920166015625
(49.62609531411135, 20.17721672023809),736.8159790039062
(49.62647341415231, 20.17854574363611),733.3551025390625
(49.62685149897971, 20.17987478766342),737.628662109375
(49.6272295685931, 20.18120385231978),736.7545166015625
(49.62760762299203, 20.18253293760497),742.8933715820312
(49.62798566217607, 20.18386204351875),741.0513916015625
(49.62836368614478, 20.18519117006089),747.14453125
(49.62874169489771, 20.18652031723114),755.7569580078125
(49.62911968843443, 20.18784948502928),755.5065307617188
(49.62949766675449, 20.18917867345508),766.405029296875
(49.62987562985747, 20.1905078825083),792.1270751953125
(49.63025357774291, 20.19183711218869),808.72998046875
(49.63063151041038, 20.19316636249604),802.1466674804688
(49.63100942785944, 20.1944956334301),808.84228515625
(49.63138733008965, 20.19582492499064),811.2546997070312
(49.63176521710058, 20.19715423717743),799.75830078125
(49.63214308889177, 20.19848356999022),814.1328735351562
(49.6325209454628, 20.19981292342879),818.9364624023438
(49.63289878681321, 20.20114229749289),818.4754638671875
(49.63327661294258, 20.2024716921823),838.3967895507812
(49.63365442385046, 20.20380110749678),861.6814575195312
(49.63403221953642, 20.20513054343609),877.7208862304688
(49.63441, 20.20646),870.5292358398438
