lat,lng,elevation
(52.40597500045167, 16.57563183117167),87.08004760742188
(52.40338133746126, 16.57443659616862),88.3691635131836
(52.40078766241948, 16.57324150169054),90.4367446899414
(52.39819397532887, 16.57204654770842),91.7017593383789
(52.39560027619198, 16.57085173419323),92.6926040649414
(52.39300656501133, 16.56965706111595),95.1938247680664
(52.39041284178951, 16.5684625284476),96.02442169189453
(52.38781910652903, 16.56726813615917),104.0186157226562
(52.38522535923244, 16.56607388422167),101.761604309082
(52.38263159990227, 16.56487977260613),97.11689758300781
(52.38003782854108, 16.56368580128357),92.7790298461914
(52.37744404515138, 16.56249197022503),90.96864318847656
(52.37485024973574, 16.56129827940155),92.67887115478516
(52.3722564422967, 16.56010472878418),90.60260772705078
(52.36966262283677, 16.55891131834397),89.57982635498047
(52.36706879135851, 16.55771804805201),89.53399658203125
(52.36447494786444, 16.55652491787935),88.99793243408203
(52.36188109235711, 16.55533192779708),88.1211166381836
(52.35928722483904, 16.55413907777628),86.58155822753906
(52.35669334531278, 16.55294636778805),87.12130737304688
(52.35420496817148, 16.55304751781387),89.05272674560547
(52.35189304235483, 16.55531244286988),90.78299713134766
(52.34958107324206, 16.55757713099968),90.5726547241211
(52.34726906084133, 16.55984158224338),94.40654754638672
(52.34495700516079, 16.5621057966411),100.5562210083008
(52.34264490620858, 16.56436977423293),97.48029327392578
(52.34033276399279, 16.56663351505895),89.85407257080078
(52.33802057852159, 16.56889701915924),85.37805938720703
(52.33570834980313, 16.5711602865739),90.13941192626953
(52.33339607784549, 16.57342331734298),91.05288696289062
(52.33108376265685, 16.57568611150653),90.86255645751953
(52.32877140424528, 16.57794866910463),91.46417999267578
(52.32645900261895, 16.58021099017729),91.53035736083984
(52.32414655778597, 16.58247307476458),92.48927307128906
(52.32183406975444, 16.58473492290651),92.64600372314453
(52.31952153853251, 16.58699653464311),95.31482696533203
(52.31720896412827, 16.58925791001439),93.22525787353516
(52.31489634654986, 16.59151904906036),92.21732330322266
(52.31258368580538, 16.59377995182102),91.9862289428711
(52.31027098190294, 16.59604061833636),89.388916015625
(52.30795823485066, 16.59830104864637),88.26593780517578
(52.30564544465663, 16.60056124279102),88.8179931640625
(52.30333261132897, 16.60282120081029),89.40586853027344
(52.30101973487578, 16.60508092274413),88.24251556396484
(52.29870681530516, 16.6073404086325),87.2136001586914
(52.29639385262522, 16.60959965851535),84.73816680908203
(52.29408084684405, 16.61185867243262),80.15174102783203
(52.29176779796974, 16.61411745042424),73
(52.28945470601042, 16.61637599253013),73
(52.28714157097414, 16.61863429879021),77.0991439819336
(52.284828392869, 16.6208923692444),80.53065490722656
(52.28251517170311, 16.62315020393258),82.93827056884766
(52.28020190748455, 16.62540780289467),82.90357971191406
(52.2778886002214, 16.62766516617054),84.93675231933594
(52.27557524992174, 16.62992229380008),84.25760650634766
(52.27326185659366, 16.63217918582315),86.53600311279297
(52.27094842024525, 16.63443584227964),87.11979675292969
(52.26863494088457, 16.63669226320938),86.81973266601562
(52.26632141851971, 16.63894844865222),88.028564453125
(52.26400785315874, 16.64120439864802),89.043701171875
(52.26169424480973, 16.64346011323661),88.04125213623047
(52.25938059348076, 16.64571559245782),96.88996887207031
(52.25706689917989, 16.64797083635145),88.9221420288086
(52.2547531619152, 16.65022584495734),91.20210266113281
(52.25243938169474, 16.65248061831528),88.45307159423828
(52.25012555852658, 16.65473515646506),86.7646713256836
(52.24781169241879, 16.65698945944649),86.0582504272461
(52.24549778337943, 16.65924352729934),85.04806518554688
(52.24318383141656, 16.66149736006339),85.31926727294922
(52.24086983653822, 16.6637509577784),85.27385711669922
(52.23855579875248, 16.66600432048414),87.39702606201172
(52.23624171806738, 16.66825744822035),87.99640655517578
(52.233927594491, 16.67051034102679),87.74727630615234
(52.23161342803137, 16.6727629989432),87.19981384277344
(52.22929921869653, 16.67501542200929),84.16168975830078
(52.22698496649454, 16.6772676102648),81.33226013183594
(52.22467067143344, 16.67951956374944),74.7880859375
(52.22235633352127, 16.68177128250292),70.91189575195312
(52.22004195276607, 16.68402276656493),72.93421173095703
(52.2177275291759, 16.68627401597518),72.96990203857422
(52.21541306275875, 16.68852503077335),76.4123764038086
(52.2130985535227, 16.69077581099911),80.4925537109375
(52.21078400147577, 16.69302635669214),81.86077880859375
(52.20846940662598, 16.6952766678921),83.31241607666016
(52.20615476898138, 16.69752674463865),84.51325988769531
(52.20384008854997, 16.69977658697142),82.65580749511719
(52.20152536533982, 16.70202619493007),87.88867950439453
(52.19921059935891, 16.70427556855424),81.05143737792969
(52.19689579061528, 16.70652470788353),71.352783203125
(52.19458093911695, 16.70877361295759),67.35623931884766
(52.19226604487195, 16.711022283816),65.10968017578125
(52.18995110788828, 16.71327072049839),65.5826416015625
(52.18763612817396, 16.71551892304434),69.48758697509766
(52.18532110573702, 16.71776689149344),77.3736343383789
(52.18300604058545, 16.72001462588528),80.24807739257812
(52.18069093272726, 16.72226212625943),81.2048568725586
(52.17837578217048, 16.72450939265546),82.73103332519531
(52.17606058892309, 16.72675642511292),83.29192352294922
(52.17374535299312, 16.72900322367137),82.91651153564453
(52.17143007438856, 16.73124978837035),82.09549713134766
(52.16911475311741, 16.73349611924939),81.4913101196289
(52.16679938918766, 16.73574221634804),80.72327423095703
(52.16448398260734, 16.7379880797058),78.87224578857422
(52.1621685333844, 16.7402337093622),79.37693786621094
(52.15985304152688, 16.74247910535675),79.3221435546875
(52.15753750704273, 16.74472426772893),80.78887939453125
(52.15522192993996, 16.74696919651825),79.77081298828125
(52.15290631022658, 16.74921389176419),79
(52.15059064791054, 16.75145835350622),79.90120697021484
(52.14827494299984, 16.75370258178383),78.85513305664062
(52.14595919550247, 16.75594657663645),76.23841094970703
(52.1436434054264, 16.75819033810357),70.90058135986328
(52.14132757277962, 16.76043386622463),70.15604400634766
(52.13901169757009, 16.76267716103904),69.85017395019531
(52.1366957798058, 16.76492022258628),76
(52.13437981949473, 16.76716305090574),77.09683990478516
(52.13206381664484, 16.76940564603686),76.4298324584961
(52.1297477712641, 16.77164800801903),76.72388458251953
(52.1274316833605, 16.77389013689167),77
(52.12613588573542, 16.77748089441414),78.98770141601562
(52.12526551435784, 16.78163405794047),79
(52.12439499709391, 16.7857870592233),80.00645446777344
(52.12352433395387, 16.78993989824689),79.24150085449219
(52.12265352494803, 16.79409257499546),80.20104217529297
(52.12178257008664, 16.79824508945327),81.20098114013672
(52.12091146937999, 16.80239744160458),82.9059066772461
(52.12004022283834, 16.80654963143364),84.10216522216797
(52.11916883047197, 16.81070165892473),84.21308898925781
(52.11829729229117, 16.81485352406213),84.58857727050781
(52.11742560830621, 16.8190052268301),84.58151245117188
(52.11655377852736, 16.82315676721294),86.21995544433594
(52.11568180296493, 16.82730814519495),95.69156646728516
(52.11480968162916, 16.83145936076043),89.75061798095703
(52.11393741453035, 16.83561041389368),88.7496337890625
(52.11306500167881, 16.83976130457903),87.42413330078125
(52.11219244308478, 16.84391203280079),87
(52.11131973875856, 16.84806259854329),86.88263702392578
(52.11044688871044, 16.85221300179087),88.8173828125
(52.1095738929507, 16.85636324252786),87.57565307617188
(52.10870075148962, 16.86051332073862),86.20417022705078
(52.10782746433752, 16.8646632364075),84.63957214355469
(52.10695403150464, 16.86881298951887),83.31558990478516
(52.10608045300129, 16.87296258005707),82.5199203491211
(52.10520672883777, 16.87711200800651),82
(52.10433285902435, 16.88126127335155),80.62930297851562
(52.10345884357135, 16.88541037607659),81
(52.10258468248902, 16.88955931616601),81.62393951416016
(52.10171037578769, 16.89370809360422),82
(52.10083592347763, 16.89785670837562),81.54914093017578
(52.09996132556915, 16.90200516046463),80.32402038574219
(52.09908658207254, 16.90615344985568),87.09839630126953
(52.09821169299808, 16.91030157653319),80.98359680175781
(52.09733665835608, 16.91444954048158),79.12283325195312
(52.09646147815683, 16.91859734168531),78.6663818359375
(52.09558615241065, 16.92274498012882),79.3390884399414
(52.09471068112781, 16.92689245579656),79.53620910644531
(52.09383506431863, 16.931039768673),80.42694854736328
(52.0929593019934, 16.93518691874259),80.81723022460938
(52.09208339416242, 16.93933390598982),77.0913314819336
(52.09120734083599, 16.94348073039917),81.86614227294922
(52.09033114202442, 16.94762739195512),84.02404022216797
(52.08945479773801, 16.95177389064216),87.48519134521484
(52.08857830798706, 16.9559202264448),86.36906433105469
(52.08770167278188, 16.96006639934753),83.94364166259766
(52.08682489213277, 16.96421240933489),81.52584838867188
(52.08594796605004, 16.96835825639138),81.1669921875
(52.085070894544, 16.97250394050152),80.19121551513672
(52.08419367762495, 16.97664946164987),82.2200698852539
(52.08331631530321, 16.98079481982094),81.10260009765625
(52.08243880758907, 16.9849400149993),82.51842498779297
(52.08156115449287, 16.98908504716949),76.4940185546875
(52.08068335602488, 16.99322991631607),73.81927490234375
(52.07980541219546, 16.9973746224236),72.35697174072266
(52.07892732301489, 17.00151916547668),74.59392547607422
(52.07804908849348, 17.00566354545985),80.63878631591797
(52.07717070864155, 17.00980776235773),84.4896469116211
(52.07629218346943, 17.01395181615489),85.16472625732422
(52.07541351298741, 17.01809570683594),82.07843780517578
(52.07453469720583, 17.02223943438548),80.02635955810547
(52.073655736135, 17.02638299878812),84.74939727783203
(52.07277662978522, 17.0305264000285),82.55816650390625
(52.07189737816684, 17.03466963809121),76.70538330078125
(52.07101798129014, 17.03881271296091),76.33853149414062
(52.07013843916548, 17.04295562462223),80.31769561767578
(52.06925875180315, 17.04709837305981),77.35891723632812
(52.06837891921349, 17.0512409582583),75.97574615478516
(52.06749894140681, 17.05538338020238),77.9519271850586
(52.06661881839344, 17.05952563887669),76.26506042480469
(52.06573855018371, 17.06366773426592),68.5290298461914
(52.06485813678793, 17.06780966635473),70.3643798828125
(52.06397757821643, 17.07195143512782),68.43547058105469
(52.06309687447953, 17.07609304056986),70.23721313476562
(52.06221602558758, 17.08023448266558),71.56620788574219
(52.06133503155088, 17.08437576139966),76.90821838378906
(52.06045389237978, 17.08851687675682),77.15217590332031
(52.05957260808459, 17.09265782872178),78.56656646728516
(52.05869117867565, 17.09679861727925),72.99207305908203
(52.05780960416328, 17.10093924241398),62.49234771728516
(52.05692788455783, 17.1050797041107),65.31126403808594
(52.05604601986963, 17.10922000235414),65.74468231201172
(52.05516401010899, 17.11336013712907),68.78594207763672
(52.05428185528626, 17.11750010842025),65.54257202148438
(52.05339955541177, 17.12163991621242),75.27719116210938
(52.05251711049586, 17.12577956049038),86.4755630493164
(52.05163452054886, 17.12991904123888),88.09799194335938
(52.05075178558111, 17.13405835844272),88.9278335571289
(52.04986890560294, 17.13819751208667),92.0967025756836
(52.0489858806247, 17.14233650215555),93.30328369140625
(52.04810271065673, 17.14647532863417),91.58321380615234
(52.04721939570933, 17.15061399150731),93.69598388671875
(52.0463359357929, 17.1547524907598),94.99571228027344
(52.04545233091775, 17.15889082637647),93.4593276977539
(52.04456858109422, 17.16302899834214),90.27337646484375
(52.04368468633265, 17.16716700664165),90.29145050048828
(52.0428006466434, 17.17130485125984),88.27570343017578
(52.04191646203678, 17.17544253218157),85.99079132080078
(52.04103213252318, 17.17958004939169),91.31616973876953
(52.04014765811292, 17.18371740287505),92.15699768066406
(52.03926303881634, 17.18785459261653),76.48595428466797
(52.0383782746438, 17.19199161860101),72.75932312011719
(52.03749336560564, 17.19612848081337),75.77619934082031
(52.03660831171222, 17.20026517923849),70.59983825683594
(52.03572311297387, 17.20440171386127),82.00977325439453
(52.03483776940094, 17.20853808466662),91.2873764038086
(52.03395228100381, 17.21267429163944),95.91188049316406
(52.03306664779279, 17.21681033476465),97.25300598144531
(52.03218086977828, 17.22094621402717),98.64432525634766
(52.0312949469706, 17.22508192941192),99.07300567626953
(52.0304088793801, 17.22921748090385),99.22496795654297
(52.02952266701714, 17.23335286848789),101.5156097412109
(52.02863630989207, 17.23748809214899),103.0171203613281
(52.02774980801527, 17.24162315187211),100.2237243652344
(52.02686316139707, 17.2457580476422),100
(52.02597637004784, 17.24989277944424),97.70309448242188
(52.02508943397795, 17.2540273472632),95.9439468383789
(52.02420235319772, 17.25816175108406),94.24934387207031
(52.02331512771754, 17.26229599089181),91.53338623046875
(52.02242775754776, 17.26643006667143),87.09032440185547
(52.02154024269873, 17.27056397840794),90.01152038574219
(52.02065258318085, 17.27469772608634),92.43360900878906
(52.01976477900444, 17.27883130969165),96
(52.01887683017988, 17.28296472920887),96
(52.01798873671754, 17.28709798462305),97.73694610595703
(52.01710049862777, 17.29123107591921),101.0329666137695
(52.01583102796274, 17.29453877815517),102.4567947387695
(52.01314055300593, 17.29476941660923),102.9564437866211
(52.0104500775988, 17.2950000273277),105.6693725585938
(52.00775960174145, 17.2952306103166),104.7896270751953
(52.00506912543399, 17.29546116558193),101.871337890625
(52.00237864867652, 17.29569169312971),99.22940826416016
(51.99968817146912, 17.29592219296594),93.98805236816406
(51.9969976938119, 17.29615266509665),103.0340347290039
(51.99430721570496, 17.29638310952782),103.9953994750977
(51.99161673714838, 17.29661352626546),93.98617553710938
(51.98892625814227, 17.2968439153156),90
(51.98623577868675, 17.29707427668421),89.1134262084961
(51.98354529878186, 17.29730461037731),90
(51.98085481842776, 17.29753491640088),92
(51.9781643376245, 17.29776519476093),93
(51.9754738563722, 17.29799544546345),94.22989654541016
(51.97278337467097, 17.29822566851443),103.663444519043
(51.97009289252088, 17.29845586391987),99.04669952392578
(51.96740240992204, 17.29868603168575),105.9695816040039
(51.96471192687454, 17.29891617181806),108
(51.9620214433785, 17.29914628432279),109.8213958740234
(51.95933095943399, 17.29937636920593),109.6968078613281
(51.95664047504113, 17.29960642647346),109.08349609375
(51.95394999019997, 17.29983645613134),105.7107696533203
(51.95125950491069, 17.30006645818558),108
(51.94856901917331, 17.30029643264215),110
(51.94587853298796, 17.30052637950701),110.3312072753906
(51.94318804635473, 17.30075629878615),113.2364044189453
(51.94049755927374, 17.30098619048553),112.574836730957
(51.93780707174504, 17.30121605461115),114.2778778076172
(51.93511658376878, 17.30144589116895),115.0002517700195
(51.93242609534502, 17.3016757001649),114.0302505493164
(51.92973560647387, 17.30190548160498),115
(51.92704511715543, 17.30213523549515),117
(51.92435462738978, 17.30236496184137),118.6776733398438
(51.92166413717704, 17.3025946606496),120
(51.91897364651729, 17.30282433192581),121.514289855957
(51.91628315541063, 17.30305397567593),122.1686096191406
(51.91359266385719, 17.30328359190596),122.5241012573242
(51.910902171857, 17.30351318062182),122.7307739257812
(51.90821167941021, 17.30374274182947),123
(51.90552118651689, 17.30397227553487),123.8941421508789
(51.90283069317716, 17.30420178174396),124.9296035766602
(51.9001401993911, 17.30443126046269),124.9424896240234
(51.8974497051588, 17.30466071169701),125
(51.89475921048037, 17.30489013545287),126
(51.8920687153559, 17.3051195317362),125
(51.88937821978549, 17.30534890055295),124.6157531738281
(51.88668772376925, 17.30557824190905),125
(51.88399722730725, 17.30580755581044),126
(51.88130673039961, 17.30603684226308),125.0953140258789
(51.8786162330464, 17.30626610127287),125.0221939086914
(51.87592573524773, 17.30649533284576),121.7926406860352
(51.87323523700372, 17.30672453698768),123.3491287231445
(51.87054473831443, 17.30695371370456),122.9594421386719
(51.86785423917997, 17.30718286300232),123
(51.86516373960043, 17.3074119848869),125.8502807617188
(51.86247323957593, 17.30764107936421),125.8782119750977
(51.85978273910654, 17.30787014644019),123.8832855224609
(51.85709223819237, 17.30809918612075),126.635627746582
(51.85440173683351, 17.3083281984118),127.0356521606445
(51.85171123503006, 17.30855718331928),128.5865936279297
(51.84902073278211, 17.3087861408491),128
(51.84633023008976, 17.30901507100716),129.0247955322266
(51.84363972695312, 17.30924397379939),129.2272644042969
(51.84094922337226, 17.30947284923169),136.5878601074219
(51.83825871934728, 17.30970169730998),128
(51.8355682148783, 17.30993051804017),126.593864440918
(51.83287770996539, 17.31015931142814),124
(51.83018720460867, 17.31038807747982),126.8189163208008
(51.82749669880821, 17.31061681620112),129
(51.82480619256413, 17.31084552759791),127.0904693603516
(51.82211568587649, 17.31107421167612),126.5739212036133
(51.81942517874543, 17.31130286844164),129
(51.81673467117103, 17.31153149790035),129
(51.81404416315337, 17.31176010005817),130.3289337158203
(51.81135365469257, 17.31198867492098),130
(51.80866314578869, 17.31221722249466),129.8343963623047
(51.80597263644187, 17.31244574278513),128.9160614013672
(51.80328212665217, 17.31267423579826),127.4083709716797
(51.80059161641971, 17.31290270153992),128.9206237792969
(51.79790110574456, 17.31313114001603),129.9373168945312
(51.79521059462684, 17.31335955123244),129.7572937011719
(51.79252008306666, 17.31358793519507),129
(51.78982957106407, 17.31381629190976),128
(51.78713905861918, 17.31404462138241),127.4876708984375
(51.7844485457321, 17.31427292361889),127
(51.78175803240294, 17.31450119862509),127.6054077148438
(51.77906751863176, 17.31472944640687),126.4378128051758
(51.77637700441866, 17.31495766697009),124.8143005371094
(51.77490310605153, 17.31806666384706),124.0872421264648
(51.77379111214243, 17.32203271141843),126.0018615722656
(51.77267898479316, 17.32599856353676),127
(51.77156672401561, 17.32996422019606),127.1127319335938
(51.77045432982172, 17.33392968139031),127
(51.76934180222337, 17.33789494711352),127.9397583007812
(51.76822914123247, 17.34186001735968),127.948112487793
(51.76711634686093, 17.34582489212281),125
(51.76600341912066, 17.34978957139694),122.7066650390625
(51.76489035802354, 17.35375405517608),118.0654296875
(51.76377716358149, 17.35771834345426),115.9948883056641
(51.76266383580644, 17.36168243622554),114.0624618530273
(51.76155037471024, 17.36564633348393),121.2214508056641
(51.76043678030484, 17.36961003522351),123.7284088134766
(51.75932305260213, 17.37357354143832),125
(51.75820919161401, 17.37753685212242),126
(51.7570951973524, 17.38149996726989),124.2609634399414
(51.75598106982919, 17.38546288687481),123.8894348144531
(51.75486680905629, 17.38942561093125),121.6744003295898
(51.7537524150456, 17.3933881394333),124.8222961425781
(51.75263788780906, 17.39735047237507),125.24169921875
(51.75152322735852, 17.40131260975064),124.1166534423828
(51.75040843370592, 17.40527455155412),126
(51.74929350686316, 17.40923629777964),128.4090881347656
(51.74817844684215, 17.4131978484213),131.5545959472656
(51.74706325365478, 17.41715920347324),134
(51.74594792731297, 17.4211203629296),132.6718902587891
(51.74483246782862, 17.42508132678449),131
(51.74371687521362, 17.42904209503208),128.2495422363281
(51.74260114947991, 17.43300266766652),132.8071899414062
(51.74148529063937, 17.43696304468196),137.4179992675781
(51.74036929870392, 17.44092322607257),139.1854400634766
(51.73925317368546, 17.44488321183251),139.7132873535156
(51.7381369155959, 17.44884300195597),140
(51.73702052444713, 17.45280259643713),142
(51.73590400025108, 17.45676199527018),145.8712158203125
(51.73478734301963, 17.4607211984493),146
(51.73367055276471, 17.46468020596872),147.0823822021484
(51.73255362949821, 17.46863901782263),144.9918823242188
(51.73143657323205, 17.47259763400525),143.3650512695312
(51.73031938397811, 17.47655605451081),142.4552307128906
(51.72920206174832, 17.48051427933351),137.2216186523438
(51.72808460655458, 17.48447230846761),138.5166015625
(51.72696701840881, 17.48843014190734),142.3723907470703
(51.7258492973229, 17.49238777964695),144.1361236572266
(51.72473144330876, 17.49634522168069),145
(51.72361345637829, 17.50030246800283),145.0281829833984
(51.7224953365434, 17.50425951860761),145
(51.721377083816, 17.50821637348933),144.2851409912109
(51.72025869820799, 17.51217303264225),146
(51.7191401797313, 17.51612949606066),147
(51.71802152839781, 17.52008576373885),148
(51.71690274421944, 17.52404183567112),148
(51.71578382720809, 17.52799771185176),147
(51.71466477737566, 17.5319533922751),147.7117614746094
(51.71354559473406, 17.53590887693544),147.1490478515625
(51.71242627929523, 17.53986416582712),146.91064453125
(51.71130683107102, 17.54381925894444),146.0489959716797
(51.71018725007337, 17.54777415628175),144.7525939941406
(51.70906753631419, 17.5517288578334),143.7877807617188
(51.70794768980537, 17.55568336359372),141.4241485595703
(51.70682771055885, 17.55963767355709),151.2159423828125
(51.7057075985865, 17.56359178771783),157.16552734375
(51.70458735390024, 17.56754570607034),150
(51.70346697651198, 17.57149942860898),140.4098815917969
(51.70234646643362, 17.57545295532812),138.99951171875
(51.70122582367706, 17.57940628622216),138.0211944580078
(51.70010504825424, 17.58335942128549),137.8675994873047
(51.69898414017702, 17.5873123605125),135.3454284667969
(51.69786309945736, 17.5912651038976),135.0951232910156
(51.69674192610713, 17.59521765143519),132.7784271240234
(51.69562062013824, 17.59917000311969),133.5893859863281
(51.69449918156261, 17.60312215894553),139.8182983398438
(51.69337761039213, 17.60707411890714),139.0148773193359
(51.69225590663874, 17.61102588299894),138.970947265625
(51.69113407031431, 17.61497745121539),137.5006713867188
(51.69001210143077, 17.61892882355092),137.7848510742188
(51.68889000000001, 17.62288),137.3482360839844
